"Units","scenario","region","gcam-consumer","nodeinput","input","year","value","sce"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.243285,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.242648,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.242063,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.241436,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0224052,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0220503,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0234974,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0244156,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0258825,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0259125,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0257829,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0257326,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0257037,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0256262,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0255029,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0252827,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0253161,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0252937,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0252525,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0251902,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0250988,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0250072,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0249108,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0248154,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0247393,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Central Asia","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0246404,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.505005,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.441619,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.496844,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.482886,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.483568,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.486635,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.48607,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.483485,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.481885,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.479372,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.476318,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.472196,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.470488,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.468273,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.465784,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.463208,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.460483,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.457838,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.455265,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.452148,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.449346,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.446676,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0665429,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0565825,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0599002,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0591629,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0576068,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0578212,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0574763,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0567985,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.056395,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0556852,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0547864,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0535894,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0528813,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0520578,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0512061,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0503444,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0494802,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.04866,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0478727,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0471433,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0464865,"1. Agroforestry default"
"2005$/Mcal/day","Reference","China","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0458718,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.520698,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.230426,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.225835,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.189949,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.178788,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.180098,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.180278,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.180127,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.180199,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.180104,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.179964,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.179447,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.180232,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.180699,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.180953,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.18104,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.180949,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.180751,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.180458,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.18007,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.17964,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.179134,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.048926,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0469317,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0393482,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0410432,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0406347,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0404613,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0401026,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0396158,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0394697,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0392939,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0391253,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0388433,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.038907,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0388781,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0388002,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0386735,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0385082,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0383344,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0381495,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0379521,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0377683,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Colombia","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0375679,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.218705,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.213043,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.204393,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.193099,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.184238,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.184368,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.181616,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.179372,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.177852,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.17624,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.174526,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.172383,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.172817,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.172976,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.172999,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.172908,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.172724,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.172497,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.172214,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.171855,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.171486,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.171044,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0253779,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0247767,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0253666,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0253672,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0251457,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.025003,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0245475,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0239279,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.024023,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0240816,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0241365,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0240884,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0241989,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0242406,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0242512,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0242245,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0241699,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0241132,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0240446,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.023965,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0238883,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.023796,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.29424,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.28675,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.276096,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.258365,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.250835,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.251246,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.248592,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.246008,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.245151,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.243797,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.241803,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.238794,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.239511,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.239861,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.239992,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.239966,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.239809,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.23958,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.239241,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.238778,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.238278,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.237682,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.030898,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0301652,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0286063,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0284946,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0279877,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0280395,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0280954,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0279379,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0278571,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0277112,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0275437,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.027255,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0274336,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0275323,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0275885,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0276017,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0275846,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0275599,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0275127,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0274438,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0273708,"1. Agroforestry default"
"2005$/Mcal/day","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0272806,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.161605,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.153859,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.179067,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.180803,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.1669,"1. Agroforestry default"
"2005$/Mcal/day","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.167382,"1. Agroforestry default"
