Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,1340.649422,1376.807996,1418.465211,1325.583287,1305.283424,1510.610148,1683.860641,1683.050428,1640.932505,1594.250502,1418.33225,1237.695349,1266.300283,1389.654213,1443.680524,1506.075701,1556.097924,1574.378307,1521.678374,1454.40067,1412.982402,1429.062581,1570.227475,1578.742471,1617.857146,1570.159824,1603.805237,1656.586512,1639.820584,1699.017626,1681.366954,1672.612922,1672.793303,1689.824389,1733.238358,1772.416468,1858.392528,1842.033728,1823.590392,1785.181095,1873.4491,1855.933018,1813.852011,1851.709026,1996.390785,2028.226432,2123.16969,2069.419734,2105.425432,2008.383095,2113.615353,,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.8883479,629.5078965,647.3276811,647.6114939,674.8528577,709.6314412,757.3109313,781.977019,810.3001631,828.6529169,866.6854487,886.3551212,876.1118328,869.7676501,,,
Croatia,HRV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522.661859,6030.269343,6515.894274,6755.153452,6522.430333,6659.741336,7146.63361,7824.235777,7990.74338,8616.092576,9339.481467,9817.124439,10373.9009,10617.82089,9602.292392,9657.425917,9520.892124,9232.30043,9396.636312,9428.542579,10121.64965,10497.54243,11330.12513,11953.08553,12534.17111,11302.75549,12578.94312,,,
Haiti,HTI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.721047,948.744816,929.4505026,921.8370606,876.0543636,832.8580324,786.1134955,932.3395272,1056.307494,1088.791643,1084.972654,898.217,1400.820587,1343.179002,1298.239197,1209.977323,1241.631342,1259.124783,1249.134429,1321.632088,1299.927359,1386.432834,1251.643934,1256.697734,1246.991455,1313.99753,1308.633664,1355.407267,1385.996813,1418.260393,1416.778532,1383.929624,1289.353505,1259.009113,,,
Hungary,HUN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5868.400795,6084.16293,5940.004605,5872.8205,6079.90449,6447.489232,6558.550855,6849.334723,7251.172123,7848.179967,8237.129201,8752.691739,9034.346668,9269.648427,9153.590887,9291.451202,8708.06828,8787.93329,8848.679594,8730.586219,9179.972237,9580.410236,10029.14742,10598.68902,10889.27737,11481.99036,12264.96779,11736.73042,12168.19196,,,
IBRD only,IBD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.270162,1937.963771,1993.674619,1882.931054,1888.089096,1930.570936,1969.324219,2193.767099,2172.517946,2412.44943,2546.454213,2801.835897,3193.969616,3299.674941,3401.552459,3631.653574,3761.840636,3943.832616,4067.92152,4218.319479,4346.129497,4498.381719,4704.321819,4809.016268,4931.252905,4781.822835,5029.186746,,,
IDA & IBRD total,IBT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.307567,1675.812758,1718.903708,1627.081888,1629.980334,1656.497907,1685.084457,1863.180399,1843.497425,2036.005252,2143.108311,2347.093206,2654.532881,2732.60656,2810.321357,2987.15637,3084.75048,3224.478928,3319.615345,3437.190679,3534.590193,3657.87316,3811.053428,3892.491338,3981.696293,3853.214443,4033.56028,,,
IDA total,IDA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.478076,,,,,,,,,
IDA blend,IDB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.377922,,,,,,,,,
Indonesia,IDN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,443.8556793,469.9547438,484.3328122,519.1709266,549.1153559,556.8268003,586.1227209,631.9224388,674.2359272,678.6188187,834.0384401,951.8381086,995.2585858,3171.360477,4545.338673,6281.565114,5915.716642,4886.920421,1888.823692,2106.082643,3273.655421,2568.605098,2866.826614,3967.124819,5067.246676,5250.448436,3065.705109,2676.345838,183.341626,-484.1220305,-1326.455962,-1718.83166,497.8350734,-1723.96359,-199.7206191,-660.0150421,-315.6355252,1724.20056,1676.785188,2052.956924,2074.856123,2154.684268,2244.940623,2343.96913,2406.441892,2534.722947,2689.128103,2764.751611,2839.154003,2897.494807,2794.241264,2923.532686,,,
IDA only,IDX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.521742,904.5506408,945.5605014,982.2526202,1033.639597,1084.73441,1078.076987,1093.222677,,,
Isle of Man,IMN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,320.6281529,318.0113915,310.3014575,326.3610235,295.2588605,309.3037241,326.4292029,338.047373,352.9213609,330.3977827,360.3979993,342.7994262,341.4085036,372.1121719,369.7113881,371.2763863,377.8673495,394.3663326,418.2743437,434.3839717,457.8383739,444.6367872,453.3300329,488.2308157,505.217633,518.9129591,572.3581378,579.932719,608.46938,612.9392431,634.6563213,629.6018641,649.0601296,699.2641525,749.2291022,799.857009,852.9246155,909.1681057,920.8758295,997.1704856,1079.078947,1114.376723,1166.055853,1222.092426,1284.895703,1384.912625,1471.068713,1581.391273,1656.627323,1685.077793,1554.239055,1702.903289,,,
Not classified,INX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,11873.79958,12254.48904,13259.47288,13906.4903,12921.58509,13393.31531,13494.53988,14000.80746,14545.57023,14419.60119,14053.72522,14277.34987,14318.36826,14256.1888,14418.09294,14662.0011,15059.83131,15511.3579,16058.59468,16942.37593,18064.70925,18028.3328,18114.10304,18889.5977,19749.37816,21204.19848,22605.98419,24523.65209,26552.71206,27899.39058,30262.87039,30990.35079,31568.36248,32619.87746,32912.27217,33965.02609,34488.64181,34853.08342,32849.50823,29599.61599,29859.83668,29328.00172,29036.60972,30625.45577,32769.91753,34222.82992,35703.27334,36301.77423,37164.33073,38525.15066,36021.75768,41798.53222,,,
Iran,IRN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.194146,2752.8057,2681.958075,2883.953698,2940.463325,2923.032344,3126.017103,3134.520085,3492.976686,4101.406455,4348.574717,4419.708326,4740.580469,4864.640664,5490.565598,5311.505586,5356.26744,5781.018661,5830.903358,5141.281909,4855.489389,4770.05105,3932.223409,4651.428534,4548.970378,3304.942022,3138.90202,3540.517891,3865.002257,,,
Iraq,IRQ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.578702,4095.233092,3357.738514,3740.133094,4184.452189,4572.894977,4613.416023,4272.911804,3504.846622,3358.072078,3502.934144,3843.779528,4036.037962,3182.877826,3773.743689,,,
Iceland,ISL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32551.25581,33552.28918,38297.56974,39305.09508,42267.31247,44878.30568,46097.79885,45028.64373,47877.8756,42228.89289,42627.06419,,,
Israel,ISR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20848.01192,21594.78598,21969.26389,22502.57331,22339.76266,23173.30649,23124.54543,22444.31804,22204.08633,22773.98298,23678.24745,24794.7158,25838.99222,25541.65338,25642.74309,26866.06438,27748.22939,27689.76857,28817.61444,29844.84356,30461.96241,31502.97758,32426.8155,32888.48547,33859.14909,32327.10032,34570.51201,,,
Italy,ITA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,15057.24988,15271.64686,15712.12098,16167.63278,16245.79588,15924.57733,16680.33136,17107.90949,17825.33023,18807.41421,18892.39505,18556.69704,18762.6432,19153.89857,19599.14192,20132.55388,21154.22197,21918.13301,22771.65271,23419.51228,23901.78475,24308.1412,24324.7594,23780.74294,24153.04487,24792.88371,25332.98925,25959.40577,26570.37282,27085.1189,27630.23812,28243.98275,28199.1548,28086.46292,28266.01628,28135.97473,28318.39923,28498.67868,27334.17311,26050.74657,25947.71226,25757.34553,24663.14443,24241.44508,24505.49455,24739.66633,25690.5341,26162.76874,26474.15537,26716.35522,24311.43084,25951.83908,,,
Jamaica,JAM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.632912,4600.358538,4386.858744,4407.574244,4388.946364,4460.98535,4384.360628,4379.838179,4502.114575,4572.993329,4683.606383,4746.806213,4821.388889,,,,,
Jordan,JOR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3716.739557,,,,,,,,,
Japan,JPN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,12314.61667,12740.3992,13547.02569,14296.41216,13695.47887,14108.92919,14653.67657,15221.01389,16064.41084,16397.39436,16297.49802,16707.46601,17102.46163,17441.46675,18160.05986,19173.79863,19892.8254,20580.40584,22013.00631,22904.35459,23909.87609,24387.29302,24254.09483,23957.06117,24446.08408,25155.61857,25961.6633,25918.46643,25367.45238,25091.92342,25736.53332,25803.62606,25624.06224,25982.47528,26602.69607,26940.08598,27056.56174,27316.15845,26023.60512,24505.84591,25715.59163,25569.95038,26012.49734,26753.02833,26884.70578,28006.30687,28412.84869,28833.78752,28763.71864,28696.09614,27236.04064,27017.65596,,,
Kazakhstan,KAZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.675603,1928.089805,2353.420862,2477.807785,2826.591601,3021.021954,3216.711772,3798.169928,4871.60295,5016.318147,5110.733326,5640.388298,6359.514322,6751.961412,7399.201412,7668.798987,7837.748709,7558.467615,7701.186976,7624.688972,8012.183428,7999.44283,7422.268571,,,
Kenya,KEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,865.5099411,941.7190471,873.2254366,883.3592594,820.9227225,822.8444867,926.7851188,922.5132461,950.1529772,920.3543814,876.3711386,800.3567083,813.8749481,829.1081703,799.1711527,861.0009824,861.5982283,877.8694284,846.4731112,844.213541,855.1797913,827.711317,818.9072266,869.3071495,860.4085515,893.6112064,902.6059587,914.1396274,912.9676145,886.4703844,875.8932317,854.437071,832.5687177,854.0936427,896.59355,994.4334358,1011.641023,1002.878954,952.8239506,982.1620604,985.4242443,1031.105869,1035.616106,1054.024719,1120.341727,1282.547832,1293.657322,1354.860846,1415.400502,1384.739831,1493.807616,,,
Kyrgyzstan,KGZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.7887573,781.149651,851.9392212,810.9110915,833.0136087,837.5652301,925.4965976,950.212238,1028.447822,919.6984324,915.5677841,850.4558862,,,
Cambodia,KHM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0764411,453.3271634,458.5823286,446.1360937,490.665898,495.3580772,513.0929188,536.225759,552.6918665,568.7846767,619.6614482,664.4301978,717.5935269,814.085516,766.826473,807.5715857,852.574082,898.172237,923.5517826,939.9456381,993.6407446,1056.700354,1135.521303,1206.62229,1306.599937,1323.858259,1291.778894,,,
Kiribati,KIR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.73597,1880.459609,1808.149971,1625.003881,1678.174003,1611.491351,1821.245921,2052.154144,2364.590802,2892.307402,2581.403712,2778.656458,2783.729245,3064.594695,2673.678292,2502.864583,,,
St. Kitts and Nevis,KNA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Republic of",KOR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,2475.635742,2624.343403,2873.746698,2935.081547,3042.523306,3493.222906,3834.539155,4231.989245,4419.924222,4064.126579,4228.326339,4524.691653,5058.604407,5536.259946,5811.610645,6508.277292,7348.004469,8136.5833,8699.906824,9338.581971,10240.72186,10681.28361,11310.91869,12264.82659,12990.90634,13621.80031,13956.84749,12669.23044,13849.21781,14671.03168,15126.23276,16453.14908,16735.55406,17412.87521,17701.91603,18300.0198,19346.78484,19015.99363,19174.31418,20611.77963,20685.69024,21077.74886,21743.03411,22267.60434,23450.9899,24324.5602,25128.62612,25283.39035,24999.64506,24655.01357,25458.40458,,,
Kuwait,KWT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38842.66269,42995.03937,44165.00761,42248.207,38445.01137,27811.71291,25309.2009,27424.4299,28629.79447,27635.07737,,,,,
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,3831.534494,4050.971642,4253.791964,4574.070328,4702.963326,4737.954843,4896.773884,4976.445925,4744.775577,5159.864123,5414.298272,5309.981824,5030.970131,4632.134748,4514.450313,4497.106265,4522.231926,4499.570578,4419.319356,4517.188175,4601.630945,4761.442968,4839.255181,4877.751283,5104.315999,5043.016122,5184.748482,5391.213034,5376.218193,5223.670323,5291.347517,5225.262192,5174.384229,5166.704946,5321.321262,5382.301128,5740.708045,6029.381464,6127.2024,5917.642593,6234.397269,6424.798563,6410.857768,6559.85191,6569.720958,6553.177146,6446.666185,6604.383651,6556.517911,6558.175318,6083.573131,6277.705066,,,
Laos,LAO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6412751,630.5513383,681.2936779,676.0635804,759.088143,845.6425168,913.9815197,959.8827057,976.9492001,1081.71263,1070.70559,1225.367981,1318.288946,1425.825664,1568.058374,1643.221809,1838.278971,,,,,,,,
Lebanon,LBN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.260465,2449.876267,3268.347437,3713.490426,4153.856852,4433.862437,4821.797658,4633.793438,4975.703905,5053.030607,5065.185016,4982.092165,5095.223472,4341.928709,5282.396443,5313.433462,5209.372214,5655.838466,5860.006135,6783.582639,6952.603786,6430.75026,6606.943578,6313.875781,5909.765895,6260.06247,6774.354409,7090.898641,6955.723249,6667.227678,5041.00646,4212.615113,,,
Liberia,LBR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1231926,,,,,,,,,
Libya,LBY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10087.85236,6863.824229,10753.4185,9185.802448,7556.327965,6649.338529,5746.290376,6202.216343,6265.706379,5106.139847,5684.440609,7383.307613,,,
Saint Lucia,LCA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7573.111717,,,,,,,,,
Latin America & Caribbean,LCN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,3903.356318,4133.905101,4327.495941,4619.692917,4726.29547,4738.268673,4901.662885,4992.732069,4779.478428,5191.113738,5440.327887,5341.574009,5068.590817,4638.019071,4521.461794,4502.658582,4544.116569,4534.923456,4465.198739,4566.256009,4647.802342,4815.267577,4913.086406,4961.357997,5195.136088,5155.905923,5305.077857,5520.750613,5523.669115,5370.307415,5437.157965,5375.184582,5329.100993,5325.399501,5484.86851,5568.040591,5923.937178,6230.140455,6334.264547,6144.770157,6483.208956,6682.557705,6703.33256,6868.608962,6883.940844,6895.79286,6807.087635,6969.406212,6932.775268,6953.354204,6442.362114,6659.692061,,,
Least developed countries: UN classification,LDC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.1535492,766.0429382,795.9953115,830.1245868,846.1673416,870.404241,897.0260773,950.3095394,1018.395267,1013.815225,1028.69926,,,
Low income,LIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.682566,,,,,,,,,
Liechtenstein,LIE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677.662262,3845.772753,4031.944266,4066.874476,4010.781712,3864.974104,3890.379018,,,
Lower middle income,LMC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,619.7887711,640.9866374,661.3383902,669.3611943,688.3405107,690.6263804,703.3516272,723.3416218,746.7164236,764.763956,814.156339,830.7256922,862.5641056,872.7064365,875.8816076,883.4487334,900.2071309,939.1133983,983.8903763,1032.790296,1093.278507,1143.296637,1161.591928,1231.627381,1308.262293,1342.239469,1397.648602,1459.120085,1525.715064,1614.719088,1708.870128,1782.683799,1861.050459,1910.279244,1808.365557,1902.122411,,,
Low & middle income,LMY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.178456,1582.766069,1623.127965,1526.751217,1512.758885,1514.939894,1541.409753,1725.789629,1695.250219,1874.7788,1965.748663,2156.443861,2447.03625,2513.501892,2637.282292,2800.340889,2883.144622,3021.179888,3123.311677,3247.07001,3357.513264,3493.279063,3643.865153,3714.202139,3801.803268,3681.823924,3870.279837,,,
Lesotho,LSO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.142494,1087.971598,962.5752096,977.2186839,952.3501603,925.4367636,946.904439,988.527713,1055.642923,1032.972082,954.9388123,975.3845928,1000.229824,980.417093,960.7693554,,,
Late-demographic dividend,LTE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.514936,2141.303989,2244.315114,2290.692443,2378.329188,2542.662984,2668.716336,2832.349756,3013.500014,3274.803061,3544.986762,3917.252512,4362.645943,4567.647825,4709.046007,5048.280079,5275.846952,5607.154868,5826.000916,6100.275571,6272.096763,6498.121096,6842.814337,7071.391724,7306.453497,7196.30374,7561.03633,,,
Lithuania,LTU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504.007442,3912.938589,4353.985426,4696.529527,4745.620638,5128.451649,5547.430197,6045.456209,6652.398511,7410.718212,8333.381229,8930.796871,9783.572947,10377.20389,9343.052277,9406.175936,9904.606041,10416.80069,11025.792,11732.54736,11817.71406,12504.50012,13300.92662,13877.71643,14631.10814,14730.96994,15051.36433,,,
Luxembourg,LUX,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,20788.00216,19460.25025,21385.26867,23554.9388,26907.90102,23601.90847,26122.35601,25856.70324,27134.67103,27523.98173,28174.02309,29100.0756,33351.24557,34789.06618,35605.93232,37255.03628,39447.98687,40598.05964,43456.18264,47031.99307,48916.31768,52284.34954,51467.42475,53362.43217,53086.667,55130.59254,55993.00443,58473.51621,57634.93955,61886.92579,62977.64987,63299.85177,61290.35411,59301.40006,68955.18431,71229.9924,67043.47377,76012.51139,69738.91461,50949.27816,58079.08915,58668.94055,66280.05297,62229.995,64422.67149,55729.10416,58145.62549,62997.78988,62401.96583,57620.26347,59302.25683,65458.15064,,,
Latvia,LVA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.498939,3257.947681,3582.883883,3887.336781,4095.716229,4511.72581,5046.149255,5570.799378,6180.317779,6770.810814,7774.582928,8681.614911,10077.25086,9957.582299,9167.456946,8130.277293,8600.643693,9171.30027,9634.476463,9979.606825,10454.85166,11206.29027,11816.88693,12439.1044,12896.7302,12762.27112,13539.07096,,,
"Macao SAR, China",MAC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,995.8334961,979.9210205,977.0490112,1077.877197,1122.081299,1171.80957,1244.345215,1210.036133,1237.288086,1234.569824,1138.934937,1179.973755,1196.295044,1217.979248,1241.557007,1382.145386,1377.214722,1494.432007,1485.684204,1506.621582,1606.590698,1554.988037,1507.984375,1620.33606,1547.946899,1706.321289,1658.546509,1747.975464,1756.800049,1733.026123,1820.244019,1867.37915,1985.362305,2034.543579,2060.8125,2162.785156,2211.228271,2327.438232,2396.114746,2396.178955,2437.388916,2478.833252,2582.102295,2626.1604,2796.48999,2808.828125,2883.002686,2936.060059,3010.276611,2794.682373,2964.697754,,,
Monaco,MCO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.032499,1058.634117,967.8579037,869.8006005,967.2846117,1100.193125,1263.927653,1430.887222,1572.710572,1704.087097,1772.871699,1811.006393,1934.992765,1780.850959,2096.348294,2281.453362,2371.3918,2560.12083,2705.44969,2491.675136,2771.896527,2994.487004,3123.828629,3319.210418,3104.352816,3422.595771,,,
Madagascar,MDG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,667.0374104,565.8096258,531.8123185,518.3458371,506.1397545,510.0465616,490.9800836,457.6234924,450.4603587,423.5539656,444.7079597,382.167048,377.0364153,379.0887634,352.7457999,334.1284624,342.9171519,343.4410376,355.0389151,364.983423,373.6598172,404.0848772,335.2209012,375.8509595,372.5360557,365.1366772,373.9381485,377.2727241,397.8880952,341.838373,345.6788453,349.7713208,344.6518232,349.9927412,348.1182173,355.0491725,372.7526483,373.0582493,396.5578102,392.4544705,362.9848192,375.594075,,,
Maldives,MDV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8465.097225,7752.077686,7326.454401,7387.566991,7389.972736,7631.91691,4908.722512,5959.721641,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.59666,3126.435041,3223.664838,3300.591962,3454.143649,3688.781614,3939.638763,4165.446495,4354.832657,4083.400093,4332.724009,4576.298845,4632.753174,4595.696261,4546.78926,4198.456825,4348.611889,4419.582453,4395.489417,4377.74461,4079.331346,,,,
