Units,scenario,region,sector,year,value
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2025,0.0807723
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2030,0.0764876
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2035,0.073073
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2040,0.070288
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2045,0.06804
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2050,0.0656283
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2055,0.0662817
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2060,0.0664273
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2065,0.0663535
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2070,0.0659825
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2075,0.065595
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2080,0.065279
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2085,0.0649573
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2090,0.0645552
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2095,0.0640541
1975$/kg,Lower Meat Demand,Central America and Caribbean,Soybean,2100,0.0634392
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,1975,0.0226
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,1990,0.0226
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2005,0.0226
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2010,0.0226
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2015,0.0226
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2020,0.0220436
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2025,0.0216959
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2030,0.0213707
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2035,0.0212659
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2040,0.0211776
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2045,0.0211015
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2050,0.0210071
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2055,0.0210603
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2060,0.0210693
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2065,0.0210624
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2070,0.0210409
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2075,0.0210118
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2080,0.0209838
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2085,0.0209521
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2090,0.0209146
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2095,0.0208824
1975$/kg,Lower Meat Demand,Central America and Caribbean,SugarCrop,2100,0.0208461
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,1975,0.15310000000000001
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,1990,0.15310000000000001
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2005,0.15310000000000001
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2010,0.15310000000000001
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2015,0.15310000000000001
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2020,0.152045
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2025,0.151324
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2030,0.150693
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2035,0.150423
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2040,0.150151
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2045,0.149884
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2050,0.149628
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2055,0.149656
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2060,0.149646
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2065,0.149618
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2070,0.149584
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2075,0.149541
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2080,0.149503
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2085,0.149464
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2090,0.149416
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2095,0.149374
1975$/kg,Lower Meat Demand,Central America and Caribbean,Vegetables,2100,0.149325
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,1975,0.0704
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,1990,0.0704
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2005,0.0704
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2010,0.0704
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2015,0.0704
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2020,0.0657495
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2025,0.0626149
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2030,0.0593354
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2035,0.058303
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2040,0.0571711
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2045,0.0560268
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2050,0.0549026
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2055,0.0551771
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2060,0.0551522
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2065,0.0550143
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2070,0.0548198
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2075,0.054577
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2080,0.0544405
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2085,0.0542394
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2090,0.0539558
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2095,0.0536981
1975$/kg,Lower Meat Demand,Central America and Caribbean,Wheat,2100,0.0534288
1975$/kg,Lower Meat Demand,Central Asia,Corn,1975,0.057
1975$/kg,Lower Meat Demand,Central Asia,Corn,1990,0.057
1975$/kg,Lower Meat Demand,Central Asia,Corn,2005,0.057
1975$/kg,Lower Meat Demand,Central Asia,Corn,2010,0.057
1975$/kg,Lower Meat Demand,Central Asia,Corn,2015,0.057
1975$/kg,Lower Meat Demand,Central Asia,Corn,2020,0.056489
1975$/kg,Lower Meat Demand,Central Asia,Corn,2025,0.0562287
1975$/kg,Lower Meat Demand,Central Asia,Corn,2030,0.0557519
1975$/kg,Lower Meat Demand,Central Asia,Corn,2035,0.0555141
1975$/kg,Lower Meat Demand,Central Asia,Corn,2040,0.0553545
1975$/kg,Lower Meat Demand,Central Asia,Corn,2045,0.0553031
1975$/kg,Lower Meat Demand,Central Asia,Corn,2050,0.055124
1975$/kg,Lower Meat Demand,Central Asia,Corn,2055,0.05488
1975$/kg,Lower Meat Demand,Central Asia,Corn,2060,0.0544345
1975$/kg,Lower Meat Demand,Central Asia,Corn,2065,0.05401
1975$/kg,Lower Meat Demand,Central Asia,Corn,2070,0.0535886
1975$/kg,Lower Meat Demand,Central Asia,Corn,2075,0.0531381
1975$/kg,Lower Meat Demand,Central Asia,Corn,2080,0.052757
1975$/kg,Lower Meat Demand,Central Asia,Corn,2085,0.0524137
1975$/kg,Lower Meat Demand,Central Asia,Corn,2090,0.0521012
1975$/kg,Lower Meat Demand,Central Asia,Corn,2095,0.0518724
1975$/kg,Lower Meat Demand,Central Asia,Corn,2100,0.051573
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,1975,0.2106
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,1990,0.2106
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2005,0.2106
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2010,0.2106
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2015,0.2106
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2020,0.202904
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2025,0.197744
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2030,0.192387
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2035,0.187498
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2040,0.183009
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2045,0.178804
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2050,0.174811
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2055,0.175493
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2060,0.175946
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2065,0.176485
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2070,0.177018
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2075,0.177116
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2080,0.177014
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2085,0.176783
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2090,0.176569
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2095,0.176417
1975$/kg,Lower Meat Demand,Central Asia,FiberCrop,2100,0.175912
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,1975,0.0338
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,1990,0.0338
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2005,0.0338
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2010,0.0338
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2015,0.0338
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2020,0.0342754
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2025,0.0348419
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2030,0.0353204
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2035,0.0357098
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2040,0.0360012
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2045,0.0361999
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2050,0.0362766
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2055,0.0364358
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2060,0.0365366
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2065,0.0366176
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2070,0.0366611
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2075,0.036656
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2080,0.0366216
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2085,0.0365641
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2090,0.0364963
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2095,0.0364296
1975$/kg,Lower Meat Demand,Central Asia,FodderGrass,2100,0.0363351
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,1975,0.0481
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,1990,0.0481
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2005,0.0481
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2010,0.0481
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2015,0.0481
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2020,0.0481734
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2025,0.0484745
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2030,0.0485218
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2035,0.048706
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2040,0.0488348
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2045,0.0489473
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2050,0.048974
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2055,0.0493112
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2060,0.0495807
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2065,0.0498098
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2070,0.0499818
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2075,0.0501059
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2080,0.0501991
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2085,0.050256
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2090,0.0502817
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2095,0.0502846
1975$/kg,Lower Meat Demand,Central Asia,FodderHerb,2100,0.0502523
1975$/kg,Lower Meat Demand,Central Asia,Fruits,1975,0.1557
1975$/kg,Lower Meat Demand,Central Asia,Fruits,1990,0.1557
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2005,0.1557
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2010,0.1557
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2015,0.1557
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2020,0.156035
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2025,0.156694
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2030,0.157017
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2035,0.157065
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2040,0.157046
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2045,0.156915
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2050,0.1567
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2055,0.156505
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2060,0.156302
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2065,0.156154
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2070,0.156055
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2075,0.155871
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2080,0.155659
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2085,0.1554
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2090,0.15519
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2095,0.155068
1975$/kg,Lower Meat Demand,Central Asia,Fruits,2100,0.154858
1975$/kg,Lower Meat Demand,Central Asia,Legumes,1975,0.1916
1975$/kg,Lower Meat Demand,Central Asia,Legumes,1990,0.1916
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2005,0.1916
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2010,0.1916
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2015,0.1916
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2020,0.18658
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2025,0.183013
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2030,0.178985
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2035,0.175225
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2040,0.171234
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2045,0.167146
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2050,0.162859
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2055,0.16118
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2060,0.159211
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2065,0.157159
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2070,0.155147
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2075,0.153039
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2080,0.151029
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2085,0.149128
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2090,0.147302
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2095,0.145676
1975$/kg,Lower Meat Demand,Central Asia,Legumes,2100,0.144158
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,1975,1.1494
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,1990,1.1494
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2005,1.1494
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2010,1.1494
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2015,1.1494
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2020,1.13644
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2025,1.12699
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2030,1.11938
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2035,1.12003
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2040,1.1205
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2045,1.12066
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2050,1.1205
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2055,1.11907
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2060,1.11759
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2065,1.11623
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2070,1.11498
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2075,1.11362
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2080,1.11237
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2085,1.11125
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2090,1.11028
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2095,1.10959
1975$/kg,Lower Meat Demand,Central Asia,MiscCrop,2100,1.10879
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,1975,0.6915
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,1990,0.6915
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2005,0.6915
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2010,0.6915
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2015,0.6915
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2020,0.674613
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2025,0.656458
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2030,0.628074
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2035,0.605462
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2040,0.577009
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2045,0.546278
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2050,0.513713
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2055,0.509753
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2060,0.502908
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2065,0.49402
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2070,0.484335
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2075,0.473348
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2080,0.462273
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2085,0.451217
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2090,0.439939
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2095,0.429386
1975$/kg,Lower Meat Demand,Central Asia,NutsSeeds,2100,0.419503
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,1975,0.0884
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,1990,0.0884
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2005,0.0884
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2010,0.0884
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2015,0.0884
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2020,0.0817046
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2025,0.0754244
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2030,0.0697474
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2035,0.063774
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2040,0.060082000000000003
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2045,0.0575165
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2050,0.0549322
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2055,0.0548308
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2060,0.0542223
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2065,0.0536126
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2070,0.0530119
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2075,0.0524082
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2080,0.0519411
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2085,0.0515421
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2090,0.0512921
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2095,0.0512186
1975$/kg,Lower Meat Demand,Central Asia,OilCrop,2100,0.0509828
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,1975,0.041
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,1990,0.041
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2005,0.041
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2010,0.041
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2015,0.041
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2020,0.039356
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2025,0.0380528
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2030,0.0367527
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2035,0.0339803
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2040,0.0318592
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2045,0.0302063
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2050,0.0288988
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2055,0.0288619
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2060,0.0287949
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2065,0.0287473
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2070,0.0286868
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2075,0.0285684
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2080,0.0284371
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2085,0.028302
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2090,0.0281855
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2095,0.0281058
1975$/kg,Lower Meat Demand,Central Asia,OtherGrain,2100,0.0279748
1975$/kg,Lower Meat Demand,Central Asia,Pasture,1975,0.0169
1975$/kg,Lower Meat Demand,Central Asia,Pasture,1990,0.0169
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2005,0.0169
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2010,0.0169
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2015,0.0169
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2020,0.01736
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2025,0.0178472
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2030,0.0182618
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2035,0.0185842
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2040,0.0188246
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2045,0.0189897
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2050,0.0190642
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2055,0.0191882
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2060,0.0192709
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2065,0.0193317
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2070,0.0193636
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2075,0.0193656
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2080,0.0193448
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2085,0.0193038
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2090,0.0192495
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2095,0.0191865
1975$/kg,Lower Meat Demand,Central Asia,Pasture,2100,0.0191152
1975$/kg,Lower Meat Demand,Central Asia,Rice,1975,0.1217
1975$/kg,Lower Meat Demand,Central Asia,Rice,1990,0.1217
1975$/kg,Lower Meat Demand,Central Asia,Rice,2005,0.1217
1975$/kg,Lower Meat Demand,Central Asia,Rice,2010,0.1217
1975$/kg,Lower Meat Demand,Central Asia,Rice,2015,0.1217
1975$/kg,Lower Meat Demand,Central Asia,Rice,2020,0.116465
1975$/kg,Lower Meat Demand,Central Asia,Rice,2025,0.11315
1975$/kg,Lower Meat Demand,Central Asia,Rice,2030,0.109799
1975$/kg,Lower Meat Demand,Central Asia,Rice,2035,0.107629
1975$/kg,Lower Meat Demand,Central Asia,Rice,2040,0.105586
1975$/kg,Lower Meat Demand,Central Asia,Rice,2045,0.103636
1975$/kg,Lower Meat Demand,Central Asia,Rice,2050,0.101653
1975$/kg,Lower Meat Demand,Central Asia,Rice,2055,0.101624
1975$/kg,Lower Meat Demand,Central Asia,Rice,2060,0.101455
1975$/kg,Lower Meat Demand,Central Asia,Rice,2065,0.101391
1975$/kg,Lower Meat Demand,Central Asia,Rice,2070,0.101447
1975$/kg,Lower Meat Demand,Central Asia,Rice,2075,0.101205
1975$/kg,Lower Meat Demand,Central Asia,Rice,2080,0.100826
1975$/kg,Lower Meat Demand,Central Asia,Rice,2085,0.100341
1975$/kg,Lower Meat Demand,Central Asia,Rice,2090,0.0998791
1975$/kg,Lower Meat Demand,Central Asia,Rice,2095,0.0995039
1975$/kg,Lower Meat Demand,Central Asia,Rice,2100,0.0989118
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,1975,0.0737
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,1990,0.0737
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2005,0.0737
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2010,0.0737
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2015,0.0737
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2020,0.073323
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2025,0.0729929
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2030,0.0726253
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2035,0.0722313
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2040,0.0718776
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2045,0.0715395
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2050,0.0712158
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2055,0.0711027
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2060,0.0709798
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2065,0.0708624
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2070,0.0707552
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2075,0.0706392
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2080,0.0705315
1975$/kg,Lower Meat Demand,Central Asia,RootTuber,2085,0.0704327
