"Units","scenario","region","gcam-consumer","nodeinput","input","year","value","sce"
"Pcal/yr","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2095,35.2914,"1. Agroforestry default"
"Pcal/yr","Reference","EU-12","FoodDemand","FoodDemand","FoodDemand_Staples",2100,34.3314,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,212.945,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,260.688,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,289.747,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,302.335,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,304.323,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,314.531,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,323.891,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,333.118,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,341.976,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,350.87,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,359.355,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,367.133,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,373.615,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,379.668,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,384.859,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,389.302,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,393.027,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,396.033,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,398.25,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,399.466,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,399.65,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,398.543,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",1975,148.132,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",1990,152.61,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2005,169.779,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2010,169.219,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2015,172.225,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2020,174.604,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2025,176.917,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2030,178.985,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2035,180.837,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2040,182.49,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2045,183.886,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2050,184.938,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2055,185.591,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2060,185.937,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2065,185.856,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2070,185.54,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2075,185.054,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2080,184.352,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2085,183.389,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2090,182.04,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2095,180.296,"1. Agroforestry default"
"Pcal/yr","Reference","EU-15","FoodDemand","FoodDemand","FoodDemand_Staples",2100,178.045,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,31.246,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,35.8876,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,28.4419,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,31.6801,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,31.0908,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,32.062,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,33.3437,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,34.752,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,35.9356,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,36.9194,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,37.6779,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,38.2569,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,38.7431,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,39.2366,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,39.6005,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,39.7918,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,39.7876,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,39.6297,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,39.3618,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,39.0188,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,38.6039,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,38.0917,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,38.6181,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,39.1425,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,44.2231,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,31.5447,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,31.1231,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,29.9351,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,28.8511,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,27.8676,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,27.0375,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,26.349,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,25.7505,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,25.2053,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,24.6961,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,24.2223,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,23.719,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,23.2013,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,22.6689,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,22.1213,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,21.5659,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,21.0128,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,20.4613,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,19.8981,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,24.3545,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,35.6966,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,44.375,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,55.4183,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,65.5528,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,70.1452,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,75.3985,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,80.3981,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,84.8621,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,88.9415,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,92.5203,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,95.6047,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,98.1192,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,100.162,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,101.736,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,102.832,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,103.435,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,103.591,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,103.387,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,102.957,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,102.323,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,101.481,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",1975,46.8622,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",1990,63.4178,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2005,64.834,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2010,60.3785,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2015,59.2371,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2020,61.2966,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2025,63.0432,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2030,64.5405,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2035,65.7945,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2040,66.7846,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2045,67.5049,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2050,67.9519,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2055,68.0944,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2060,67.9691,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2065,67.6045,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2070,67.0063,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2075,66.1882,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2080,65.184,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2085,64.0457,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2090,62.8579,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2095,61.6334,"1. Agroforestry default"
"Pcal/yr","Reference","Europe_Non_EU","FoodDemand","FoodDemand","FoodDemand_Staples",2100,60.3653,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,8.39411,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,9.27527,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,10.18,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,10.6957,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,10.7138,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,11.2408,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,11.7799,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,12.3176,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,12.8331,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,13.3429,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,13.8538,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,14.3714,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,14.8605,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,15.3308,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,15.7535,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,16.1294,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,16.4587,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,16.7412,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,16.9716,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,17.1304,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,17.2143,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,17.2224,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",1975,3.8804,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",1990,4.46471,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2005,5.13286,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2010,4.92057,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2015,5.00743,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2020,5.18202,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2025,5.3663,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2030,5.54805,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2035,5.71777,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2040,5.87449,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2045,6.02285,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2050,6.16432,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2055,6.29664,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2060,6.41734,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2065,6.51348,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2070,6.58872,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2075,6.64719,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2080,6.68884,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2085,6.71277,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2090,6.71077,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2095,6.68174,"1. Agroforestry default"
"Pcal/yr","Reference","European Free Trade Association","FoodDemand","FoodDemand","FoodDemand_Staples",2100,6.62496,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,107.778,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,178.582,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,263.464,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,380.161,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,491.442,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,603.935,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,729.683,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,835.463,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,936.314,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,1033.27,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,1124.17,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,1207.03,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,1279.61,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,1341.8,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,1393.16,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,1433.9,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,1463.9,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,1483.29,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,1492.65,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,1493.8,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,1487.34,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,1475.15,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",1975,341.269,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",1990,540.157,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2005,653.095,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2010,674.36,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2015,687.194,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2020,704.692,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2025,719.664,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2030,737.774,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2035,755.445,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2040,771.353,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2045,785.332,"1. Agroforestry default"
"Pcal/yr","Reference","India","FoodDemand","FoodDemand","FoodDemand_Staples",2050,795.958,"1. Agroforestry default"
